📑 广东频道,#genre#
广东4K超高清,http://111.180.199.137:9895/php/触电.php?id=gdzy
广东4K超高清,http://47.242.38.45:9999/触电.php?id=gdzy
广东4K超高清,http://8.217.77.255:9999/gudo.php?id=gdzy4k
广东4K超高清,http://8.217.90.28:9999/触电.php?id=gdzy
广东4K超高清,http://ci.emdoor.tech:8080/touchtv.php?pk=1198
广东4K超高清,https://php.17186.eu.org/gdtv/web/gdzy.m3u8

广东导视,http://8.217.77.255:9999/gudo.php?id=gdds
广东国际,https://php.17186.eu.org/gdtv/web/gdgj.m3u8

广东经济科教,http://ci.emdoor.tech:8080/touchtv.php?pk=1196
广东经济科教,http://111.180.199.137:9895/php/触电.php?id=gdjjkj
广东经济科教,http://8.217.90.28:9999/触电.php?id=gdjjkj
广东经济科教,https://php.17186.eu.org/gdtv/web/jjkj.m3u8
广东经济科教,http://120.236.57.77:9901/tsfile/live/1035_1.m3u8

广东民生,http://218.17.143.73:9901/tsfile/live/1002_1.m3u8?key=txiptv&url=tvzb.com
广东民生,http://8.217.90.28:9999/触电.php?id=gdms
广东民生,http://yuming.dsmynas.com:8888/udp/239.21.0.86:3684
广东民生,http://yzfvip.top:9106/udp/239.77.0.225:5146
广东民生,https://php.17186.eu.org/gdtv/web/gdgg.m3u8
广东民生,http://120.236.57.77:9901/tsfile/live/1032_1.m3u8


广东体育,http://119.136.16.114:3333/tsfile/live/1001_1.m3u8
广东体育,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/index.m3u8
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8

广东体育,http://218.17.143.73:9901/tsfile/live/1003_1.m3u8?key=txiptv&url=tvzb.com
广东体育,http://218.17.196.234:9901/tsfile/live/1001_1.m3u8
广东体育,http://8.217.90.28:9999/触电.php?id=gdty
广东体育,http://gxdl-lhs.8866.org:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://yuming.dsmynas.com:8888/udp/239.20.0.103:2004
广东体育,http://yzfvip.top:9106/udp/239.77.0.112:5146
广东体育,https://php.17186.eu.org/gdtv/web/gdty.m3u8
广东体育,mitv://generationnexxxt.com:19806/bb744a1252da46a6a2ae5546f4da7c72
广东卫视, http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8$IPV6
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6
广东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225966/index.m3u8$IPV6
广东卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8$IPV6
广东卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001032/index.m3u8?love=freedom$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw1545504334_-1449102672/ott.mobaibox.com/PLTV/3/224/3221227691/index.m3u8?icpid=3&RTS=1674385955&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw2917484419_-1632335828/ott.mobaibox.com/PLTV/3/224/3221227476/index.m3u8?icpid=3&RTS=1668597711&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/wh7f454c46tw201843385_424516234/ott.mobaibox.com/PLTV/3/224/3221227476/index.m3u8?icpid=3&RTS=1674380317&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1749616194_1855037741/ott.mobaibox.com/PLTV/3/224/3221227249/index.m3u8?icpid=3&RTS=1674386160&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw2172536660_1354602564/ott.mobaibox.com/PLTV/3/224/3221227399/index.m3u8?icpid=3&RTS=1674386582&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0d]:80/wh7f454c46tw201073874_846642633/ott.mobaibox.com/PLTV/3/224/3221227673/index.m3u8?icpid=3&RTS=1674380316&from=40&popid=40&hms_devid=2040&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/wh7f454c46tw1930705409_-1175138860/ott.mobaibox.com/PLTV/3/224/3221228230/index.m3u8?icpid=3&RTS=1674386341&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/wh7f454c46tw201699374_-1286689762/ott.mobaibox.com/PLTV/3/224/3221228312/index.m3u8?icpid=3&RTS=1674380317&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$IPV6
广东卫视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001337/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$IPV6
广东卫视,http://111.20.35.103:6610/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=00
广东卫视,http://125.210.152.19:9120/live/hzgq-gdwsgq-h264.m3u8
广东卫视,http://218.17.143.73:9901/tsfile/live/0019_1.m3u8?key=txiptv&url=tvzb.com
广东卫视,http://39.134.136.151:6610/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=00
广东卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
广东卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1
广东卫视,http://8.217.90.28:9999/触电.php?id=gdws
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广东卫视,http://hms2924nc1972666635.live.aikan.miguvideo.com/wh7f454c46tw1593177896_517539519/migu/kailu/gdwshd265/54/20200407/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073743&ContentId=263541274&timezone=UTC&mtv_session=4d4e96518e2e6558846eec1f7e8cb4c1&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=cbba4b3db62cb6fb348d495ad003a2c8
广东卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1592898240_-1957872936/ws_w/gdws/gdws3000/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=263541274&timezone=UTC&mtv_session=d190c97b4980b8b8fc8fe749d33c4b53&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d7d16b4dab836849b2d69de0c71c0881
广东卫视,http://hz752.live:63/vvs/astv.php?id=gdwshd
广东卫视,http://hz752.live:63/vvs/bst.php?id=gdws
广东卫视,http://hz752.live:63/vvs/gdtv.php?id=gdws
广东卫视,http://hz752.live:63/vvs/migu.php?id=gdws
广东卫视,http://hz752.live:63/vvs/yst.php?id=guangdongstv
广东卫视,http://live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://yuming.dsmynas.com:8888/udp/239.20.0.101:2000
广东卫视,http://yuming.dsmynas.com:8888/udp/239.20.0.99:3004
广东卫视,http://yzfvip.top:9106/udp/239.77.0.84:5146
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
广东卫视,https://php.17186.eu.org/gdtv/web/gdws.m3u8
广东卫视,mitv://generationnexxxt.com:19806/cf7073fbb4c5490a86aca002247700f9
广东卫视,http://120.236.57.77:9901/tsfile/live/1029_1.m3u8

广东新闻,http://218.17.143.73:9901/tsfile/live/1001_1.m3u8?key=txiptv&url=tvzb.com
广东新闻,http://8.217.90.28:9999/触电.php?id=gdxw
广东新闻,http://yuming.dsmynas.com:8888/udp/239.21.0.93:3712
广东新闻,https://php.17186.eu.org/gdtv/web/gdxw.m3u8
广东新闻,https://php.17186.eu.org/gdtv/web/xwpd.m3u8
广东移动,http://8.217.90.28:9999/触电.php?id=gdyd

广东影视,http://119.136.16.114:3333/tsfile/live/1002_1.m3u8
广东影视,http://120.236.57.77:9901/tsfile/live/1038_1.m3u8
广东影视,http://111.180.199.137:9895/php/触电.php?id=gdys
广东影视,http://183.237.231.139:9901/tsfile/live/1051_1.m3u8
广东影视,http://218.15.229.90:9901/tsfile/live/1002_1.m3u8
广东影视,http://218.17.196.234:9901/tsfile/live/1002_1.m3u8
广东影视,http://218.17.196.234:9901/tsfile/live/1002_1.m3u8
广东影视,http://47.109.29.60/php/gudo.php?id=gdys
广东影视,http://8.217.77.255:9999/gudo.php?id=gdys
广东影视,http://8.217.90.28:9999/触电.php?id=gdys
广东影视,http://ci.emdoor.tech:8080/touchtv.php?pk=1199
广东影视,http://ci.emdoor.tech:8080/touchtv.php?pk=1199
广东影视,http://yuming.dsmynas.com:8888/udp/239.21.0.85:3680
广东影视,http://yzfvip.top:9106/udp/239.77.0.217:5146
广东影视,https://php.17186.eu.org/gdtv/web/gdys.m3u8
广东影视,mitv://generationnexxxt.com:19806/f2dbc62d3b0b4af3ac2420174eadf202


广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000011655/1.m3u8
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8$IPV6
广东珠江,http://119.136.16.114:3333/tsfile/live/1007_1.m3u8
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8
广东珠江,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel65/index.m3u8
广东珠江,http://r.jdshipin.com/sE5vO

广东珠江,http://111.180.199.137:9895/php/触电.php?id=gdzj
广东珠江,http://218.17.143.73:9901/tsfile/live/1000_1.m3u8?key=txiptv&url=tvzb.com
广东珠江,http://47.109.29.60/php/gudo.php?id=gdzj
广东珠江,http://645c6e6320d051d49b446bac57d65143.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel65/index.m3u8
广东珠江,http://8.217.90.28:9999/触电.php?id=gdzj
广东珠江,http://ci.emdoor.tech:8080/touchtv.php?pk=1183
广东珠江,http://php.jdshipin.com:8880/itv.php?cid=ystenlive&id=1000000004000011655
广东珠江,http://yuming.dsmynas.com:8888/udp/239.20.0.63:3148
广东珠江,http://yuming.dsmynas.com:8888/udp/239.20.0.64:3144
广东珠江,http://yzfvip.top:9106/udp/239.77.0.1:5146
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
广东珠江,https://php.17186.eu.org/gdtv/web/gdzj.m3u8
广东珠江,mitv://generationnexxxt.com:19806/a050c8e736174de681b13b8ebd2ce3c4
广东珠江,http://120.236.57.77:9901/tsfile/live/1030_1.m3u8

广州竟赛,http://8.217.77.255:9999/gudo.php?id=gzjs
广州新闻,http://8.217.77.255:9999/gudo.php?id=gzxw
广州影视,http://111.180.199.137:9895/php/触电.php?id=gzys
广州影视,http://47.109.29.60/php/gudo.php?id=gzys
广州影视,http://8.217.77.255:9999/gudo.php?id=gzys
广州综合,http://8.217.77.255:9999/gudo.php?id=gzzh
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8#http://8.217.90.28:9999/触电.php?id=hygg
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007#http://8.217.90.28:9999/触电.php?id=hyzh
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
鹤山综合,http://8.217.90.28:9999/触电.php?id=hszh
化州综合,http://8.217.90.28:9999/触电.php?id=hzzh
怀集综合,http://8.217.90.28:9999/触电.php?id=hjzh
惠东综合频道,http://8.217.90.28:9999/触电.php?id=hdzh
惠阳电视台,http://8.217.90.28:9999/触电.php?id=hytv
开平生活,http://8.217.90.28:9999/触电.php?id=kpsh
开平综合,http://8.217.90.28:9999/触电.php?id=kpzh
乐昌电视台,http://8.217.90.28:9999/触电.php?id=lctv
荔枝台,http://glive.grtn.cn/live/lizhi.m3u8
连平台,http://8.217.90.28:9999/触电.php?id=lpzh
普宁台,http://8.217.90.28:9999/触电.php?id=pnzh
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
深圳财经,http://gmxw.7766.org:808/hls/151/index.m3u8
深圳电视剧,http://gmxw.7766.org:808/hls/141/index.m3u8
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8
深圳都市,http://gmxw.7766.org:808/hls/140/index.m3u8
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
深圳公共,http://gmxw.7766.org:808/hls/156/index.m3u8
深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8
深圳体育,http://gmxw.7766.org:808/hls/158/index.m3u8
深圳卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8$IPV6
深圳卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001030/index.m3u8?love=freedom$IPV6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw208243183_695881801/ott.mobaibox.com/PLTV/3/224/3221227695/index.m3u8?icpid=3&RTS=1674380323&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3$IPV6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw2172834728_-2116765000/ott.mobaibox.com/PLTV/3/224/3221227307/index.m3u8?icpid=3&RTS=1674386583&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3$IPV6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0d]:80/wh7f454c46tw208051491_470444878/ott.mobaibox.com/PLTV/3/224/3221227677/index.m3u8?icpid=3&RTS=1674380323&from=40&popid=40&hms_devid=2040&prioritypopid=40&vqe=3$IPV6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw209094840_889003019/ott.mobaibox.com/PLTV/3/224/3221227555/index.m3u8?icpid=3&RTS=1674380324&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3$IPV6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw208466077_112536285/ott.mobaibox.com/PLTV/3/224/3221228236/index.m3u8?icpid=3&RTS=1674380323&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3$IPV6
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw207777730_-119365339/ott.mobaibox.com/PLTV/3/224/3221227624/index.m3u8?icpid=3&RTS=1674380323&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3$IPV6
深圳卫视,http://111.20.35.103:6610/000000001000/1000000001000009227/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=00
深圳卫视,http://125.210.152.19:9120/live/hzgq-szwsgq-h264.m3u8
深圳卫视,http://39.134.136.151:6610/000000001000/1000000001000009227/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009227&livemode=1&stbId=00
深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8$移动
深圳卫视,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
深圳卫视,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
深圳卫视,http://hz752.live:63/vvs/astv.php?id=szwshd
深圳卫视,http://hz752.live:63/vvs/bst.php?id=szws
深圳卫视,http://hz752.live:63/vvs/gdsz.php?id=szws
深圳卫视,http://hz752.live:63/vvs/yst.php?id=shenzhenstv
深圳卫视,http://live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
深圳娱乐,http://gmxw.7766.org:808/hls/155/index.m3u8
深圳众创,https://lglivepull.sznews.com/live/2645.m3u8
遂溪台,http://8.217.90.28:9999/触电.php?id=sxtv
台山台,http://8.217.90.28:9999/触电.php?id=tstv
吴川综合,http://8.217.90.28:9999/触电.php?id=wczh
新会综合,http://8.217.90.28:9999/触电.php?id=xhzh
信宜综合,http://8.217.90.28:9999/触电.php?id=xyzh
阳江-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
阳江-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
阳江-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江-2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
阳江-2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
阳江-2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
阳江-2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8
阳江-2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_w551261166_b928000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8#https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
阳西综合,http://8.217.90.28:9999/触电.php?id=yxzh
英德综合,http://8.217.90.28:9999/触电.php?id=ydxw
肇庆生活,http://8.217.90.28:9999/触电.php?id=zqgg
肇庆综合,http://8.217.90.28:9999/触电.php?id=zqzh

阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8
金鹰纪实,http://120.236.57.77:9901/tsfile/live/1058_1.m3u8
新视觉,http://120.236.57.77:9901/tsfile/live/1073_1.m3u8

钓鱼频道,http://120.236.57.77:9901/tsfile/live/1078_1.m3u8
80,http://120.236.57.77:9901/tsfile/live/1080_1.m3u8
79,http://120.236.57.77:9901/tsfile/live/1079_1.m3u8
83,http://120.236.57.77:9901/tsfile/live/1083_1.m3u8
84,http://120.236.57.77:9901/tsfile/live/1084_1.m3u8
82,http://120.236.57.77:9901/tsfile/live/1082_1.m3u8
快乐垂钓,http://120.236.57.77:9901/tsfile/live/1094_1.m3u8
岭南戏曲,http://120.236.57.77:9901/tsfile/live/1093_1.m3u8
95,http://120.236.57.77:9901/tsfile/live/1095_1.m3u8


广东体育,http://120.236.57.77:9901/tsfile/live/1033_1.m3u8

📑 广东组播,#genre#
广东卫视高清,http://synology.942dn.cn:4022/udp/239.77.1.19:5146
广东卫视高清,http://synology.942dn.cn:4022/udp/239.77.1.152:5146
广东卫视高清,http://synology.942dn.cn:4022/udp/239.77.0.84:5146
广东卫视超清,http://synology.942dn.cn:4022/udp/239.77.0.166:5146
广东珠江高清,http://synology.942dn.cn:4022/udp/239.77.0.1:5146
广东珠江超清,http://synology.942dn.cn:4022/udp/239.77.0.114:5146
广东新闻高清,http://synology.942dn.cn:4022/udp/239.77.0.173:5146
广东民生高清,http://synology.942dn.cn:4022/udp/239.77.0.225:5146
广东体育高清测试,http://synology.942dn.cn:4022/udp/239.77.0.112:5146
广东体育超清,http://synology.942dn.cn:4022/udp/239.77.0.168:5146
经济科教高清,http://synology.942dn.cn:4022/udp/239.77.0.85:5146
经济科教超清,http://synology.942dn.cn:4022/udp/239.77.0.167:5146
大湾区卫视高清,http://synology.942dn.cn:4022/udp/239.77.0.215:5146
广东影视高清,http://synology.942dn.cn:4022/udp/239.77.0.217:5146
广东少儿高清,http://synology.942dn.cn:4022/udp/239.77.0.250:5146
